source_id,target_id,influence_value
Danielbricen,Fro20Diego,0.43868300318717957
Danielbricen,mauro9782,0.43868300318717957
Danielbricen,yerinelys_01,0.43868300318717957
Danielbricen,AlvaroB1257,0.3301180899143219
Danielbricen,luiscavar,0.43868300318717957
Danielbricen,bgpenaloza,0.25926995277404785
Danielbricen,brunitoquillero,0.43868300318717957
Danielbricen,CarlosIvnGamba1,0.33011332154273987
Danielbricen,SrAngarita,0.43868300318717957
Danielbricen,kumibo_n,0.43868300318717957
Danielbricen,debe1989,0.43868300318717957
Danielbricen,JuanGme77297444,0.3588606119155884
Danielbricen,CarlosAAguilar,0.43868300318717957
Danielbricen,Caled1971,0.43868300318717957
Danielbricen,JuanCar04624072,0.43868300318717957
Danielbricen,libertario23200,0.43868300318717957
Danielbricen,FredyGarQui,0.3316236436367035
Danielbricen,ivan_donatom,0.43868300318717957
Danielbricen,GeoMaoValencia,0.31293055415153503
Danielbricen,2arrojas,0.43868300318717957
Danielbricen,Rastreador111,0.43868300318717957
Danielbricen,AvilaTapias,0.2245800495147705
Danielbricen,Austrians1997,0.43868300318717957
Danielbricen,DJ_Santamaria,0.43868300318717957
Danielbricen,LaPuraMuneca,0.43868300318717957
Danielbricen,Nikofulero,0.43868300318717957
Danielbricen,JacoboR45871903,0.29699960350990295
Danielbricen,totteyepes,0.43868300318717957
Danielbricen,milohe,0.43868300318717957
Danielbricen,JulioCMontoyaH,0.43868300318717957
Danielbricen,mrgutierrezm,0.35786962509155273
Danielbricen,Jacs_MIL,0.43868300318717957
Danielbricen,Lindav_7,0.19535589218139648
Danielbricen,CarlosA40232792,0.43868300318717957
Danielbricen,biolucho2005,0.43868300318717957
Danielbricen,modebarrios,0.43868300318717957
Danielbricen,mirileon14,0.43868300318717957
diogenesprimero,leopovvi,0.20400123298168182
supersolidaria_,JhanielaJimenez,1.0000001192092896
MintrabajoCol,manuelpreocupad,0.17349421977996826
MintrabajoCol,RodRengifo,0.3146427869796753
MintrabajoCol,AlvaroPoGonzlez,0.2593908905982971
MintrabajoCol,PenaLeguia,0.3092206120491028
MintrabajoCol,NacionalUtc,0.18232330679893494
MintrabajoCol,nestorleons,0.20788314938545227
MintrabajoCol,todoscolombia,0.1812180131673813
MintrabajoCol,raul_acostap,0.3452192544937134
MintrabajoCol,Salitas58476165,0.3146427869796753
MintrabajoCol,limabuhe,0.36432787775993347
MintrabajoCol,lasillavacia,0.26900118589401245
MintrabajoCol,DeiAparicio,0.41445666551589966
MintrabajoCol,alfernandez2311,0.2894439101219177
MintrabajoCol,shello1975,0.36432787775993347
MintrabajoCol,Juanmaidenal201,0.26905322074890137
MintrabajoCol,JavierMH20f,0.36432787775993347
MintrabajoCol,DAFA_82,0.25058576464653015
MintrabajoCol,elabejon,0.24298419058322906
MinIgualdad_Col,KenzoHuertas,0.6049984097480774
MinIgualdad_Col,fanf1313,0.26933082938194275
MikyRodriguezO1,lualar,0.36672794818878174
ValoraAnalitik,ColSigloXXl,0.3075622320175171
ValoraAnalitik,clarasandoval,0.1975521296262741
Mechitascasmont,ruedajr9,0.3732551336288452
GustavoPetroF,GustavoOrd17913,0.40094608068466187
GustavoPetroF,jhpinedag,0.339791864156723
GustavoPetroF,FelipeArev92,0.3002876937389374
Mamertos0,fanf1313,0.3078942894935608
Mamertos0,WilsonJ86986937,0.560746967792511
liberalesbase,Bernard94595812,0.6377366185188293
liberalesbase,gustav1917,0.425064355134964
liberalesbase,FernandoUribeJ3,0.5619915127754211
JCFloriant,NoaladobleMoral,0.20851510763168335
JCFloriant,AbreyLeon,0.551786482334137
JCFloriant,YSensacional,0.3828084468841553
JCFloriant,Reinald90992689,0.438951700925827
JCFloriant,roberson101150,0.41000571846961975
JCFloriant,adolrivera,0.46022915840148926
JCFloriant,lfonsoS,0.3746826648712158
JCFloriant,Peter_25689,0.41872286796569824
JCFloriant,hgquiceno,0.3965107202529907
JCFloriant,JuanStivenMuoz9,0.4698735773563385
JCFloriant,Angelaleonreyes,0.4611239731311798
JCFloriant,JuanGme77297444,0.4292847812175751
JCFloriant,Gmo_Leal,0.22304128110408783
JCFloriant,09Forero,0.3141767084598541
UsolidariaCo,JairoRicardoOs1,0.5413332581520081
MJDuzan,Inthemood4more,0.29164740443229675
NoaladobleMoral,Gmo_Leal,0.26375240087509155
GobiernoBTA,marcelove2022,0.1455090492963791
LinaLen66067444,JAALQUIPE,0.3897015154361725
Glaseado6,jebelapa,0.07149869203567505
elespectador,Altrujillo2301,0.3096177875995636
elespectador,AlvaroPoGonzlez,0.15445275604724884
elespectador,mpo234,0.3111152946949005
elespectador,vieja_termuda,0.39021068811416626
elespectador,Morajhon14,0.24869100749492645
elespectador,AndresPerez0594,0.20853666961193085
elespectador,roberthcastano,0.39021068811416626
elespectador,carlos21102014,0.39021068811416626
elespectador,azul_salem,0.39021068811416626
elespectador,honoriofer52344,0.14318601787090302
elespectador,dapavao2706,0.3932057023048401
elespectador,martindjimenezm,0.39021068811416626
elespectador,Libertadprov319,0.3932057023048401
elespectador,Laurajimen63608,0.2600748538970947
elespectador,ColombiaMuisca,0.39021068811416626
elespectador,Decima_Realidad,0.29656338691711426
elespectador,soyacido1,0.21713168919086456
elespectador,XaviStand,0.39021068811416626
elespectador,HctorMosqueraC2,0.33748042583465576
elespectador,KarolaRent28603,0.39021068811416626
rcnradio,ivanace53581730,0.16366510093212128
rcnradio,ClaudiaLuci1018,0.16407380998134613
rcnradio,Democrac1a,0.19495214521884918
ElRepublicano09,Jreyesosw,0.5612020492553711
ElRepublicano09,DerBesteVater,0.32771065831184387
ElRepublicano09,arduque9,1.0
ElRepublicano09,SoloDiegoF,1.0
ElRepublicano09,laabundancia171,1.0
ElRepublicano09,BlancaMercedesR,1.0
ElRepublicano09,marthachaparroz,1.0
ElRepublicano09,isamudio,1.0
ElRepublicano09,AmparoOrtegab,0.4805009365081787
ElRepublicano09,Drumurok,0.5945771336555481
ElRepublicano09,monike_ro,1.0
ElRepublicano09,asuamo_,1.0
Beatriz14470382,TOLATO21,0.28593963384628296
RenataSokolov,AmparoOrtegab,0.5153008699417114
ernestosamperp,fvergaraelias,0.12648917734622955
mariacastro1111,pipeconomixto,0.03061826154589653
Carlos_Suaza,7AndresFranco2,0.23528119921684265
AlexKleinO,jotapias,0.33912596106529236
maltescut1,gordacosta,0.6147095561027527
maltescut1,Mechis_05,0.24632561206817627
maltescut1,AlejoSoberania,0.2790147662162781
MinInterior,carrionjaime,0.16160693764686584
MinInterior,JuanDav51249722,0.10302264243364334
MinInterior,pelinegra0818,0.11947747319936752
MinInterior,clauaceve,0.23360085487365723
MinInterior,DanielCama633,0.2621648609638214
MinInterior,hernancadavidma,0.09438568353652954
MinInterior,Isamartinez789,0.28047239780426025
fondosdepension,LucianaMora10,0.24687345325946808
fondosdepension,leopovvi,0.24249877035617828
fondosdepension,Jakmorero,0.274517685174942
fondosdepension,wijimber,0.38830360770225525
fondosdepension,AlvaroPoGonzlez,0.2611314356327057
fondosdepension,EdithMe1965,0.24705080687999725
fondosdepension,gmez86713,0.29809674620628357
fondosdepension,Dios_Iluminanos,0.37338879704475403
fondosdepension,sandyruva68,0.31167641282081604
fondosdepension,waldoalarconho1,0.3101350665092468
fondosdepension,rinon2024,0.3992544114589691
fondosdepension,omeara6466,0.27070432901382446
fondosdepension,lasillavacia,0.2602539360523224
fondosdepension,NMorenoB,0.2594841420650482
fondosdepension,mgnscm,0.3335830867290497
fondosdepension,DeGreiff,0.2532300353050232
fondosdepension,Miguel646816961,0.42953410744667053
fondosdepension,jorgemunozsepul,0.2701514959335327
fondosdepension,apnnoticias,0.2881351709365845
fondosdepension,LauraMarcelaO,0.3519825041294098
fondosdepension,GustavoOrd17913,0.2472095936536789
fondosdepension,NicolErnesto,0.2991344630718231
fondosdepension,bejarano618161,0.3487166166305542
fondosdepension,cuestion_p,0.2956668436527252
fondosdepension,JoseGranadosF,0.22949452698230743
fondosdepension,CarboneroJuan1,0.3727301359176636
fondosdepension,MamertoNada,0.3705465793609619
fondosdepension,TuiterosCaliCol,0.3001972734928131
fondosdepension,EligioRuiz,0.3523454964160919
fondosdepension,Javi_DuartEcol,0.5514700412750244
fondosdepension,davoelbravo,0.31167641282081604
fondosdepension,RevistaClevelCO,0.23956209421157837
fondosdepension,jjaramilloblt,0.1480746865272522
fondosdepension,JFernandoGRE,0.34632745385169983
fondosdepension,mrgutierrezm,0.31161561608314514
fondosdepension,JavierE12533578,0.29328930377960205
fondosdepension,Portafolioco,0.28382742404937744
CConstitucional,GevaudanOf,0.17226430773735046
CConstitucional,chucho048817,0.20412497222423553
CConstitucional,emejotagonzam,0.2418791800737381
CConstitucional,rafaelmar2018,0.2241435945034027
CConstitucional,JuanAndres777l,0.2514033317565918
CConstitucional,leopovvi,0.17957721650600433
CConstitucional,MikyRodriguezO1,0.21219100058078766
CConstitucional,lualar,0.1998310387134552
CConstitucional,nestorleons,0.20868222415447235
CConstitucional,EmilioOteroD,0.1510242521762848
CConstitucional,Paisademedellin,0.3171338438987732
CConstitucional,takiroser,0.2372983992099762
CConstitucional,chapulinR,0.20412497222423553
CConstitucional,liontef,0.24324211478233337
CConstitucional,Calamardo2060,0.20744502544403076
CConstitucional,tutoramirez,0.163213312625885
CConstitucional,carlossalazar35,0.20412497222423553
CConstitucional,gmez86713,0.259866327047348
CConstitucional,hjaa65,0.23778855800628662
CConstitucional,elenavallejoa,0.27172020077705383
CConstitucional,MarioChanaga,0.33911892771720886
CConstitucional,waldoalarconho1,0.19623610377311707
CConstitucional,honoriofer52344,0.19923590123653412
CConstitucional,Migue_R_H,0.20412497222423553
CConstitucional,lfonsoS,0.1656222939491272
CConstitucional,ACriollo_M5,0.25398629903793335
CConstitucional,InesBetancur1,0.17073489725589752
CConstitucional,TLPrinceitisme,0.21473674476146698
CConstitucional,alexdavidsilva,0.17091041803359985
CConstitucional,LauraMarcelaO,0.2120809704065323
CConstitucional,NicolErnesto,0.23350585997104645
CConstitucional,ARCHYBE,0.20261552929878235
CConstitucional,fersol101150,0.2673657238483429
CConstitucional,JUANCGALEANOR,0.20412497222423553
CConstitucional,ToroDeArena,0.14509354531764984
CConstitucional,Joel_Moris,0.2428104281425476
CConstitucional,Ayaxscorpio,0.18651032447814941
CConstitucional,jfcmacro,0.20412497222423553
CConstitucional,TOLATO21,0.2522396147251129
CConstitucional,AnguloR0511,0.24875038862228394
CConstitucional,carolin68937440,0.16940906643867493
CConstitucional,FredyGarQui,0.2316371500492096
CConstitucional,Osaqui12Oscar,0.11819620430469513
CConstitucional,QMark117,0.2235846221446991
CConstitucional,jaimitoelcar,0.21970126032829285
CConstitucional,runrunes111,0.25441426038742065
CConstitucional,JavierE12533578,0.19937628507614136
Sintracarcol,Sinaltralipal,0.12651878595352173
Sintracarcol,DISSANTI,0.1803857684135437
AgenciaTierras,AntonioDei68288,0.5432512164115906
AgenciaTierras,fanf1313,0.22041547298431396
kroarbelaez,jinethlandazaba,1.0
dona_pily2,jorgeecamperos,0.05661476030945778
dona_pily2,el_moncho,0.2469462752342224
dona_pily2,DavidPatriotaCo,0.35794270038604736
dona_pily2,jorgeeduardoex1,0.2086082547903061
dona_pily2,armandovem,0.35794270038604736
dona_pily2,GeoMaoValencia,0.25418880581855774
jaironeirac,LigiaBerri28054,0.15940198302268982
infopresidencia,FincaRaizLlanos,0.3645648956298828
infopresidencia,trianasusy,0.3645648956298828
infopresidencia,ProfeD_libre,0.36407819390296936
infopresidencia,30Mamerta,0.4132952392101288
infopresidencia,PenaLeguia,0.3404240608215332
infopresidencia,nubiyjufe65,0.4132952392101288
infopresidencia,adolflgutierrez,0.3645648956298828
infopresidencia,I_am8888,0.3323533236980438
infopresidencia,LuzMarinaVelsq5,0.23912450671195984
infopresidencia,ENRIQ7912,0.3541339635848999
infopresidencia,ELABEJON2,0.3188932240009308
infopresidencia,AnthonyJdango,0.32305094599723816
infopresidencia,JoseAyusDuran,0.24708852171897888
infopresidencia,drmariamantilla,0.09575178474187851
infopresidencia,samuelfelizlope,0.3892144560813904
infopresidencia,alvaritomijo29,0.32305094599723816
infopresidencia,spamecom,0.13684618473052979
infopresidencia,DanielM15170876,0.4132952392101288
infopresidencia,DoomoEditorial,0.31763434410095215
infopresidencia,aarangob11,0.3438079357147217
infopresidencia,FlorezaJ,0.28143975138664246
infopresidencia,DeLosQueCallan,0.12291449308395386
infopresidencia,DanielCama633,0.23996788263320923
infopresidencia,romero_ram6009,0.3412333130836487
infopresidencia,1Utopia_Social,0.29248833656311035
infopresidencia,fabianSa90,0.1613989770412445
infopresidencia,vladiar60,0.29259541630744934
infopresidencia,Diegope10_,0.3204714357852936
infopresidencia,NelssonEstupia1,0.38482558727264404
infopresidencia,migueljneira,0.3645648956298828
infopresidencia,Adriana68884699,0.32830822467803955
infopresidencia,wilmar_33,0.3645648956298828
infopresidencia,EDGARHe67769446,0.4132952392101288
infopresidencia,AndresGiraldoh5,0.4132952392101288
infopresidencia,angelimpulsor,0.3645648956298828
infopresidencia,fanf1313,0.23902784287929535
infopresidencia,Fabvelpul,0.3883945941925049
infopresidencia,marlu_63,0.3645648956298828
infopresidencia,vanessabar20522,0.25865545868873596
infopresidencia,faustoavila10,0.3463398516178131
infopresidencia,Scarpetta_A,0.3768259584903717
infopresidencia,donfer8,0.15808641910552979
infopresidencia,scarBon26585983,0.3645648956298828
infopresidencia,Dr_Soul2Squeeze,0.38643941283226013
infopresidencia,Rifore2,0.32305094599723816
infopresidencia,jhodival,0.2782743275165558
infopresidencia,CamiloAndresRP,0.4132952392101288
infopresidencia,olibertoo,0.3438079357147217
infopresidencia,julionino460,0.32305094599723816
infopresidencia,jainrodriguez,0.31034600734710693
infopresidencia,ToxicNerv,0.3742888271808624
infopresidencia,elabejon,0.28868091106414795
infopresidencia,ModoSaSin,0.3128543496131897
EpicuroDeSamos_,lucerokmartinez,1.000000238418579
Pauliina_Mejia,Yao_verdolaga,0.24090507626533508
CathyJuvinao,juangogiraldo,0.2663487493991852
CathyJuvinao,davidtamarator1,0.2891242802143097
CathyJuvinao,margui978,0.342276006937027
CathyJuvinao,CarrenoMor8284,0.3463003635406494
CathyJuvinao,Camilo3spitia,0.23616714775562286
CathyJuvinao,leopovvi,0.17285345494747162
CathyJuvinao,Delzol12,0.2756112813949585
CathyJuvinao,bomagro,0.3514379560947418
CathyJuvinao,jorgeelecastro,0.20043037831783295
CathyJuvinao,YoyitoMaruland1,0.24930346012115479
CathyJuvinao,Antimamertussss,0.35394081473350525
CathyJuvinao,JasonRodriguezC,0.342276006937027
CathyJuvinao,nestorleons,0.26887932419776917
CathyJuvinao,herliks85,0.24245311319828033
CathyJuvinao,juanrojasr8,0.342276006937027
CathyJuvinao,ksanchezdi,0.342276006937027
CathyJuvinao,juan93098,0.342276006937027
CathyJuvinao,Daniellopezb,0.19350220263004303
CathyJuvinao,SarayGonzalez95,0.3514379560947418
CathyJuvinao,romahadi8209,0.342276006937027
CathyJuvinao,Josepelin3,0.2558043897151947
CathyJuvinao,OscarEc62509436,0.19187623262405396
CathyJuvinao,milttoncastril,0.31753817200660706
CathyJuvinao,andressc86,0.270751029253006
CathyJuvinao,josecarvajal45,0.34682488441467285
CathyJuvinao,juandperez,0.342276006937027
CathyJuvinao,Alicia43121877,0.3166131377220154
CathyJuvinao,David_LK1021,0.2812005579471588
CathyJuvinao,JuanPabloEcheF,0.342276006937027
CathyJuvinao,Reinald90992689,0.3093958795070648
CathyJuvinao,cardicast,0.25157541036605835
CathyJuvinao,Jorgepc40,0.3514379560947418
CathyJuvinao,ingabrielc,0.32340696454048157
CathyJuvinao,mauroolarte,0.29409733414649963
CathyJuvinao,claudiapiguzma,0.34682488441467285
CathyJuvinao,Diegoqueved,0.342276006937027
CathyJuvinao,exceleord,0.22072358429431915
CathyJuvinao,gabrielsilvaluj,0.2525300085544586
CathyJuvinao,jdloboc,0.3514379560947418
CathyJuvinao,Kalomagno2021,0.2788352966308594
CathyJuvinao,HermanSerna,0.3270331621170044
CathyJuvinao,sandraquidi,0.2128935605287552
CathyJuvinao,AndresMartinezz,0.283540815114975
CathyJuvinao,Jaimecorreaj,0.3514379560947418
CathyJuvinao,VelezCampuzano,0.3514379560947418
CathyJuvinao,raulariza32,0.342276006937027
CathyJuvinao,fedeomega,0.342276006937027
CathyJuvinao,DocAriana,0.342276006937027
CathyJuvinao,AntonioNova9,0.30774685740470886
CathyJuvinao,bogotano_comun,0.21550126373767853
CathyJuvinao,otratochecita,0.3514379560947418
CathyJuvinao,juanfel44934351,0.342276006937027
CathyJuvinao,perezs2610,0.342276006937027
CathyJuvinao,JorgeVenenciaM1,0.2911803424358368
CathyJuvinao,hjbereus,0.2644738256931305
CathyJuvinao,DarioTL51,0.342276006937027
CathyJuvinao,marioar30,0.3514379560947418
CathyJuvinao,RosalbaRojasC,0.14414529502391815
CathyJuvinao,ObedRamire64887,0.3514379560947418
CathyJuvinao,pasivoarmenia1,0.342276006937027
CathyJuvinao,CristoPosso,0.342276006937027
CathyJuvinao,GloriaA69061448,0.2344036102294922
CathyJuvinao,ArgemiroVasquez,0.3514379560947418
CathyJuvinao,SoyPatriota2482,0.3514379560947418
CathyJuvinao,Ex_influencer,0.3514379560947418
CathyJuvinao,serge_gut,0.18024802207946777
CathyJuvinao,JaimeAlHdezV,0.342276006937027
CathyJuvinao,AlbaLu2012,0.3463003635406494
CathyJuvinao,PedroNikolasM,0.3514379560947418
CathyJuvinao,juanpolanco81,0.342276006937027
CathyJuvinao,BigBossf2023,0.23529331386089325
CathyJuvinao,pelusacalima,0.342276006937027
CathyJuvinao,leandro8110,0.3514379560947418
CathyJuvinao,alexdavidsilva,0.2894958257675171
CathyJuvinao,IglesiasJulio87,0.2176550030708313
CathyJuvinao,juanmanuelANQR,0.2567967474460602
CathyJuvinao,AmbientalDavidR,0.16758470237255096
CathyJuvinao,tatan010,0.3463003635406494
CathyJuvinao,Wilmarkbravo,0.3514379560947418
CathyJuvinao,JavierC94478231,0.20645131170749664
CathyJuvinao,torrwilso,0.2788352966308594
CathyJuvinao,davidforero33,0.342276006937027
CathyJuvinao,elvaro6303,0.3463003635406494
CathyJuvinao,juanjuanita27,0.342276006937027
CathyJuvinao,1972mayepi,0.3514379560947418
CathyJuvinao,Flaco8108,0.31295719742774963
CathyJuvinao,mateoamayaq,0.25830715894699097
CathyJuvinao,GabrioMtz,0.2788352966308594
CathyJuvinao,cgonzalezv897,0.3514379560947418
CathyJuvinao,prometheo7172,0.3514379560947418
CathyJuvinao,Ingeavendano,0.3514379560947418
CathyJuvinao,radeonxi398,0.2762945294380188
CathyJuvinao,cargomper,0.3514379560947418
CathyJuvinao,RAFAEL0328,0.3514379560947418
CathyJuvinao,quiqueospu,0.3514379560947418
CathyJuvinao,metzengas,0.342276006937027
CathyJuvinao,Nicodgf2005,0.34682488441467285
CathyJuvinao,arcanos55,0.24406372010707855
CathyJuvinao,JavierFLopezH,0.3514379560947418
CathyJuvinao,EPatriota2016,0.342276006937027
CathyJuvinao,rsernar,0.35394081473350525
CathyJuvinao,LuisACo83622155,0.342276006937027
CathyJuvinao,aristizxabal,0.32967522740364075
CathyJuvinao,MIREYAMANTILLAH,0.23623748123645782
CathyJuvinao,hirantonio,0.33327898383140564
CathyJuvinao,inporcol,0.2922387719154358
CathyJuvinao,FelipeArroyaveG,0.342276006937027
CathyJuvinao,Oscarmago6,0.346856951713562
CathyJuvinao,sergioamaris,0.342276006937027
CathyJuvinao,Machaparrop,0.342276006937027
CathyJuvinao,Miventana_,0.2527691125869751
CathyJuvinao,JacoboR45871903,0.2818077802658081
CathyJuvinao,JorgeSam1973,0.342276006937027
CathyJuvinao,ArquitectoAB,0.3514379560947418
CathyJuvinao,dcohen_d,0.342276006937027
CathyJuvinao,orestrepovera,0.342276006937027
CathyJuvinao,antimamert0s,0.18830324709415436
CathyJuvinao,rojas_mardo,0.17565202713012695
CathyJuvinao,HAROLDCAICE,0.3514379560947418
CathyJuvinao,SoyJerome__,0.21572795510292053
CathyJuvinao,ilusa8981,0.24401383101940155
CathyJuvinao,Minerva41426,0.2776058614253998
CathyJuvinao,missmentesucia,0.342276006937027
CathyJuvinao,CarrilloGe61998,0.342276006937027
CathyJuvinao,Alberto24557743,0.3514379560947418
CathyJuvinao,alhajasid,0.2788352966308594
CathyJuvinao,Leandro22559749,0.3514379560947418
CathyJuvinao,dony_diaz_,0.342276006937027
CathyJuvinao,JavierE12533578,0.203147754073143
CathyJuvinao,Alberto01920416,0.2788352966308594
juanfdogil,NoaladobleMoral,0.19647522270679474
HarolNieto,soyacido1,0.1880548745393753
lcvelez,ClaudiaLuci1018,0.23869121074676514
lcvelez,Osaqui12Oscar,0.186177060008049
paulabolivar,LucellyZuluaga1,0.7034462690353394
paulabolivar,frederickvander,0.38915202021598816
paulabolivar,manuelpreocupad,0.5202102661132812
paulabolivar,LeidyN10,0.7034462690353394
paulabolivar,lfsanchezme,0.4877791702747345
paulabolivar,carlosmejia26,0.5182142853736877
paulabolivar,fsandino322,0.5182142853736877
paulabolivar,jaime_rueda,0.7034462690353394
paulabolivar,HermanSerna,0.5219470858573914
paulabolivar,sandraquidi,0.2729189991950989
paulabolivar,Leonard08894097,0.7034462690353394
paulabolivar,cavelasquezl,0.49699151515960693
paulabolivar,nelcas23,0.7034462690353394
paulabolivar,DanielRamireC,0.7034462690353394
paulabolivar,AlvaroM90491211,0.7034462690353394
paulabolivar,AntonioNova9,0.569466233253479
paulabolivar,latas____,0.7034462690353394
paulabolivar,NavarroGrisales,0.4405182898044586
paulabolivar,Jome993,0.5651775598526001
paulabolivar,Juansuga07J5737,0.48840343952178955
paulabolivar,JoseFBarriosG,0.7034462690353394
paulabolivar,edwinespinosaqu,0.7034462690353394
paulabolivar,inporcol,0.48426684737205505
paulabolivar,JacoboR45871903,0.4391251802444458
paulabolivar,leonsanchezp,0.502587080001831
